Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-9620244~Long-term potentiation	4	3.9215686274509802	6.128764437064882E-4	GRIA2, CALM1	62	23	8251	23.144460028050492	0.26625776188117367	0.05719624506888969	0.05097926190922777
GOTERM_MF_DIRECT	GO:0043539~protein serine/threonine kinase activator activity	5	4.901960784313726	6.802412524533201E-4	MTCP1, CALM1, MAP3K12	94	57	13228	12.344158268010453	0.13315861988480537	0.035712665753799305	0.034352183248892665
GOTERM_BP_DIRECT	GO:1901020~negative regulation of calcium ion transmembrane transporter activity	3	2.941176470588235	7.378167177635463E-4	CALM1	93	6	12926	69.49462365591397	0.41005954004753153	0.087800189413862	0.08595564761945314
REACTOME_PATHWAY	R-HSA-9022535~Loss of phosphorylation of MECP2 at T308	3	2.941176470588235	7.912524021387901E-4	CALM1	62	6	8251	66.54032258064515	0.32950607171969337	0.05719624506888969	0.05097926190922777
REACTOME_PATHWAY	R-HSA-111957~Cam-PDE 1 activation	3	2.941176470588235	7.912524021387901E-4	CALM1	62	6	8251	66.54032258064515	0.32950607171969337	0.05719624506888969	0.05097926190922777
KEGG_PATHWAY	hsa04720:Long-term potentiation	5	4.901960784313726	9.474764445601165E-4	RAP1B, GRIA2, CALM1	45	60	5935	10.99074074074074	0.1358254800992975	0.036477843115564484	0.03363541378188414
REACTOME_PATHWAY	R-HSA-451326~Activation of kainate receptors upon glutamate binding	4	3.9215686274509802	9.911652932536614E-4	GRIK3, CALM1	62	27	8251	19.715651135005974	0.3939463074726409	0.06199774901681016	0.05525886325411341
GOTERM_MF_DIRECT	GO:0030235~nitric-oxide synthase regulator activity	3	2.941176470588235	0.001003602293368657	CALM1	94	7	13228	60.31003039513677	0.19011442786491517	0.042151296321483595	0.04054553265209374
REACTOME_PATHWAY	R-HSA-2514859~Inactivation, recovery and regulation of the phototransduction cascade	4	3.9215686274509802	0.0011042874096738385	RCVRN, CALM1	62	28	8251	19.01152073732719	0.42763208140689724	0.06199774901681016	0.05525886325411341
REACTOME_PATHWAY	R-HSA-2514856~The phototransduction cascade	4	3.9215686274509802	0.0012252519568539558	RCVRN, CALM1	62	29	8251	18.3559510567297	0.4615882149261007	0.06199774901681016	0.05525886325411341
GOTERM_BP_DIRECT	GO:0007190~activation of adenylate cyclase activity	4	3.9215686274509802	0.0012325668522688072	ADCYAP1, CALM1	93	30	12926	18.531899641577063	0.5859749780944896	0.09742742748440208	0.09538063278935162
GOTERM_BP_DIRECT	GO:1901844~regulation of cell communication by electrical coupling involved in cardiac conduction	3	2.941176470588235	0.0013645297967003092	CALM1	93	8	12926	52.12096774193549	0.6232995820941809	0.09742742748440208	0.09538063278935162
GOTERM_BP_DIRECT	GO:0060316~positive regulation of ryanodine-sensitive calcium-release channel activity	3	2.941176470588235	0.0013645297967003092	CALM1	93	8	12926	52.12096774193549	0.6232995820941809	0.09742742748440208	0.09538063278935162
GOTERM_BP_DIRECT	GO:1901841~regulation of high voltage-gated calcium channel activity	3	2.941176470588235	0.0013645297967003092	CALM1	93	8	12926	52.12096774193549	0.6232995820941809	0.09742742748440208	0.09538063278935162
REACTOME_PATHWAY	R-HSA-1474151~Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	3	2.941176470588235	0.0014629847465857644	CALM1	62	8	8251	49.90524193548387	0.5225750272815224	0.06289193689282359	0.056055856795777556
REACTOME_PATHWAY	R-HSA-5339562~Uptake and actions of bacterial toxins	4	3.9215686274509802	0.0014915083848100457	STX1B, CALM1	62	31	8251	17.171696149843914	0.5294128009013512	0.06289193689282359	0.056055856795777556
GOTERM_BP_DIRECT	GO:0060315~negative regulation of ryanodine-sensitive calcium-release channel activity	3	2.941176470588235	0.0017462763743453528	CALM1	93	9	12926	46.329749103942646	0.7134032398328065	0.11334921193478018	0.11096792596976379
REACTOME_PATHWAY	R-HSA-9619229~Activation of RAC1 downstream of NMDARs	3	2.941176470588235	0.001872038851229914	CALM1	62	9	8251	44.36021505376344	0.6118120383750669	0.06680442317167928	0.05954307282693153
KEGG_PATHWAY	hsa04024:cAMP signaling pathway	7	6.862745098039216	0.0020498071546800976	RAP1B, ADCYAP1, GRIA2, CALM1, RHOA	45	182	5935	5.072649572649572	0.2709363768601529	0.06313406036414701	0.058214523192914765
REACTOME_PATHWAY	R-HSA-1592230~Mitochondrial biogenesis	5	4.901960784313726	0.0022215554016103076	MED1, SAMM50, CALM1	62	75	8251	8.872043010752687	0.6747410003032265	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-2025928~Calcineurin activates NFAT	3	2.941176470588235	0.002328930498278059	CALM1	62	10	8251	39.924193548387095	0.6919464263878974	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-442729~CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	3	2.941176470588235	0.002328930498278059	CALM1	62	10	8251	39.924193548387095	0.6919464263878974	0.06680442317167928	0.05954307282693153
GOTERM_CC_DIRECT	GO:0030017~sarcomere	4	3.9215686274509802	0.002450842572789937	LRRC27, CALM1	100	37	13558	14.657297297297296	0.38934553989131737	0.2866699030842011	0.28381746623759213
REACTOME_PATHWAY	R-HSA-203615~eNOS activation	3	2.941176470588235	0.0028329533995340166	CALM1	62	11	8251	36.29472140762463	0.7613296033720589	0.06680442317167928	0.05954307282693153
GOTERM_CC_DIRECT	GO:0097225~sperm midpiece	4	3.9215686274509802	0.0028524368466089664	CALM1, TCP11	100	39	13558	13.905641025641026	0.4368217380483611	0.2866699030842011	0.28381746623759213
GOTERM_MF_DIRECT	GO:0008179~adenylate cyclase binding	3	2.941176470588235	0.0030827586349239976	CALM1	94	12	13228	35.180851063829785	0.47710741893190456	0.08462151031427749	0.08139783373087645
GOTERM_MF_DIRECT	GO:0072542~protein phosphatase activator activity	3	2.941176470588235	0.0030827586349239976	CALM1	94	12	13228	35.180851063829785	0.47710741893190456	0.08462151031427749	0.08139783373087645
REACTOME_PATHWAY	R-HSA-9656223~Signaling by RAF1 mutants	4	3.9215686274509802	0.003127233074571064	RAP1B, CALM1	62	40	8251	13.308064516129031	0.7943803566854929	0.06680442317167928	0.05954307282693153
KEGG_PATHWAY	hsa04713:Circadian entrainment	5	4.901960784313726	0.003155364104070366	ADCYAP1, GRIA2, CALM1	45	83	5935	7.945113788487283	0.38534511136517546	0.07567184254362985	0.06977533533243792
GOTERM_BP_DIRECT	GO:0005513~detection of calcium ion	3	2.941176470588235	0.0031573105990414067	CALM1	93	12	12926	34.747311827956985	0.8957588564197679	0.16102284055111174	0.15764000776642453
GOTERM_BP_DIRECT	GO:0032516~positive regulation of phosphoprotein phosphatase activity	3	2.941176470588235	0.0031573105990414067	CALM1	93	12	12926	34.747311827956985	0.8957588564197679	0.16102284055111174	0.15764000776642453
GOTERM_BP_DIRECT	GO:0050848~regulation of calcium-mediated signaling	3	2.941176470588235	0.0031573105990414067	CALM1	93	12	12926	34.747311827956985	0.8957588564197679	0.16102284055111174	0.15764000776642453
REACTOME_PATHWAY	R-HSA-111932~CaMK IV-mediated phosphorylation of CREB	3	2.941176470588235	0.0033834087989360897	CALM1	62	12	8251	33.27016129032258	0.8194086368538748	0.06680442317167928	0.05954307282693153
KEGG_PATHWAY	hsa04922:Glucagon signaling pathway	5	4.901960784313726	0.0034396292065286297	G6PC3, CALM1, PFKM	45	85	5935	7.758169934640523	0.4117574893124758	0.07567184254362985	0.06977533533243792
GOTERM_MF_DIRECT	GO:0019904~protein domain specific binding	7	6.862745098039216	0.0036122931169213913	CTBP1, CALM1, ZNF521, RHOA, NFE2L2	94	210	13228	4.690780141843971	0.5323125146537129	0.08462151031427749	0.08139783373087645
GOTERM_MF_DIRECT	GO:0031432~titin binding	3	2.941176470588235	0.0036266361563261785	CALM1	94	13	13228	32.47463175122749	0.5337241896874454	0.08462151031427749	0.08139783373087645
GOTERM_BP_DIRECT	GO:0021762~substantia nigra development	4	3.9215686274509802	0.0037421960736719584	CALM1, RHOA	93	44	12926	12.635386119257088	0.9314840804919176	0.17812853310678523	0.17438633703311326
REACTOME_PATHWAY	R-HSA-6802949~Signaling by RAS mutants	4	3.9215686274509802	0.0038453352137806252	RAP1B, CALM1	62	43	8251	12.379594898724681	0.8571039018563188	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-9649948~Signaling downstream of RAS mutants	4	3.9215686274509802	0.0038453352137806252	RAP1B, CALM1	62	43	8251	12.379594898724681	0.8571039018563188	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-6802946~Signaling by moderate kinase activity BRAF mutants	4	3.9215686274509802	0.0038453352137806252	RAP1B, CALM1	62	43	8251	12.379594898724681	0.8571039018563188	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-6802955~Paradoxical activation of RAF signaling by kinase inactive BRAF	4	3.9215686274509802	0.0038453352137806252	RAP1B, CALM1	62	43	8251	12.379594898724681	0.8571039018563188	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-5210891~Uptake and function of anthrax toxins	3	2.941176470588235	0.003979605402693797	CALM1	62	13	8251	30.710918114143922	0.8665075393741531	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-5607763~CLEC7A (Dectin-1) induces NFAT activation	3	2.941176470588235	0.003979605402693797	CALM1	62	13	8251	30.710918114143922	0.8665075393741531	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-442720~CREB1 phosphorylation through the activation of Adenylate Cyclase	3	2.941176470588235	0.003979605402693797	CALM1	62	13	8251	30.710918114143922	0.8665075393741531	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-418359~Reduction of cytosolic Ca++ levels	3	2.941176470588235	0.003979605402693797	CALM1	62	13	8251	30.710918114143922	0.8665075393741531	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-70221~Glycogen breakdown (glycogenolysis)	3	2.941176470588235	0.003979605402693797	CALM1	62	13	8251	30.710918114143922	0.8665075393741531	0.06680442317167928	0.05954307282693153
GOTERM_MF_DIRECT	GO:0050998~nitric-oxide synthase binding	3	2.941176470588235	0.004211779501637978	CALM1	94	14	13228	30.155015197568385	0.5878391305156033	0.08844736953439754	0.08507794593308715
REACTOME_PATHWAY	R-HSA-109582~Hemostasis	11	10.784313725490197	0.004262766037140618	FCAMR, IFNA5, RAP1B, DOCK6, MYB, CALM1, ALDOA, RASGRP2, RHOA	62	517	8251	2.8315030885380925	0.8843628665955143	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-4420097~VEGFA-VEGFR2 Pathway	5	4.901960784313726	0.0043016486445377495	NCKAP1, CALM1, RHOA	62	90	8251	7.39336917562724	0.886620911977406	0.06680442317167928	0.05954307282693153
GOTERM_BP_DIRECT	GO:1900242~regulation of synaptic vesicle endocytosis	3	2.941176470588235	0.004313158386175162	CALM1	93	14	12926	29.783410138248847	0.9545243437742215	0.1811526522193568	0.1773469242315552
GOTERM_BP_DIRECT	GO:0010801~negative regulation of peptidyl-threonine phosphorylation	3	2.941176470588235	0.004313158386175162	CALM1	93	14	12926	29.783410138248847	0.9545243437742215	0.1811526522193568	0.1773469242315552
REACTOME_PATHWAY	R-HSA-9697154~Disorders of Nervous System Development	3	2.941176470588235	0.004620859310294021	CALM1	62	14	8251	28.51728110599078	0.9035704013273028	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-9675151~Disorders of Developmental Biology	3	2.941176470588235	0.004620859310294021	CALM1	62	14	8251	28.51728110599078	0.9035704013273028	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-9005891~Loss of function of MECP2 in Rett syndrome	3	2.941176470588235	0.004620859310294021	CALM1	62	14	8251	28.51728110599078	0.9035704013273028	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-9005895~Pervasive developmental disorders	3	2.941176470588235	0.004620859310294021	CALM1	62	14	8251	28.51728110599078	0.9035704013273028	0.06680442317167928	0.05954307282693153
REACTOME_PATHWAY	R-HSA-8978934~Metabolism of cofactors	3	2.941176470588235	0.004620859310294021	CALM1	62	14	8251	28.51728110599078	0.9035704013273028	0.06680442317167928	0.05954307282693153
GOTERM_CC_DIRECT	GO:0031982~vesicle	6	5.88235294117647	0.004819506728642716	MYO1A, CALM1, CLIC1, RHOA	100	150	13558	5.4232000000000005	0.6213196215671277	0.32290695081906196	0.3196939463333001
REACTOME_PATHWAY	R-HSA-8876725~Protein methylation	3	2.941176470588235	0.005306493945581231	CALM1	62	15	8251	26.616129032258062	0.9319093118416907	0.07256989017470548	0.06468185863397663
REACTOME_PATHWAY	R-HSA-202131~Metabolism of nitric oxide: NOS3 activation and regulation	3	2.941176470588235	0.005306493945581231	CALM1	62	15	8251	26.616129032258062	0.9319093118416907	0.07256989017470548	0.06468185863397663
REACTOME_PATHWAY	R-HSA-2151201~Transcriptional activation of mitochondrial biogenesis	4	3.9215686274509802	0.005563476480270298	MED1, CALM1	62	49	8251	10.863726135615536	0.9402388909373922	0.07408208155307291	0.06602968138426064
GOTERM_BP_DIRECT	GO:0051412~response to corticosterone	3	2.941176470588235	0.005635341232841084	CALM1	93	16	12926	26.060483870967744	0.9824142254502348	0.20118168201242673	0.19695517608779592
GOTERM_BP_DIRECT	GO:0010880~regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	3	2.941176470588235	0.005635341232841084	CALM1	93	16	12926	26.060483870967744	0.9824142254502348	0.20118168201242673	0.19695517608779592
GOTERM_BP_DIRECT	GO:0060314~regulation of ryanodine-sensitive calcium-release channel activity	3	2.941176470588235	0.005635341232841084	CALM1	93	16	12926	26.060483870967744	0.9824142254502348	0.20118168201242673	0.19695517608779592
REACTOME_PATHWAY	R-HSA-194138~Signaling by VEGF	5	4.901960784313726	0.005820831286887321	NCKAP1, CALM1, RHOA	62	98	8251	6.78982883475971	0.9475611929348555	0.075521554645256	0.06731269000990209
KEGG_PATHWAY	hsa05200:Pathways in cancer	10	9.803921568627452	0.006057555118231338	IFNA5, CTBP1, GSTT2, CALM1, RASGRP2, GSTT2B, RHOA, NFE2L2	45	464	5935	2.842432950191571	0.6076890000231854	0.11660793602595326	0.10752160334860625
GOTERM_MF_DIRECT	GO:0043548~phosphatidylinositol 3-kinase binding	3	2.941176470588235	0.0062088908296235035	CALM1	94	17	13228	24.833541927409257	0.7296212950034594	0.11853337038372143	0.11401781341672251
REACTOME_PATHWAY	R-HSA-76002~Platelet activation, signaling and aggregation	7	6.862745098039216	0.006246222168187908	RAP1B, CALM1, ALDOA, RASGRP2, RHOA	62	226	8251	4.1219668855266915	0.9577535423659793	0.07901471042757705	0.07042615494631867
REACTOME_PATHWAY	R-HSA-71387~Metabolism of carbohydrates	7	6.862745098039216	0.006514648880743496	G6PC3, CALM1, ALDOA, SLC37A4, PFKM	62	228	8251	4.085809281267686	0.9631411939705323	0.08040030082088315	0.07166113768817846
GOTERM_BP_DIRECT	GO:0010881~regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	3	2.941176470588235	0.007119011418669384	CALM1	93	18	12926	23.164874551971323	0.9939536338935897	0.24204638823475905	0.23696138007856662
KEGG_PATHWAY	hsa04722:Neurotrophin signaling pathway	5	4.901960784313726	0.007540758797064522	RAP1B, CALM1, RHOA	45	106	5935	6.221174004192872	0.6882885770315728	0.11744310460975403	0.10829169386094202
REACTOME_PATHWAY	R-HSA-163615~PKA activation	3	2.941176470588235	0.007623024899918014	CALM1	62	18	8251	22.18010752688172	0.9790239815999674	0.09183929998472655	0.08185676737769106
KEGG_PATHWAY	hsa04924:Renin secretion	4	3.9215686274509802	0.0076261756240100015	ADCYAP1, CALM1	45	55	5935	9.591919191919192	0.692392959636716	0.11744310460975403	0.10829169386094202
GOTERM_BP_DIRECT	GO:0051000~positive regulation of nitric-oxide synthase activity	3	2.941176470588235	0.007919917148830762	CALM1	93	19	12926	21.94567062818336	0.9966044315230739	0.257037311102962	0.2516373675923956
GOTERM_BP_DIRECT	GO:0055117~regulation of cardiac muscle contraction	3	2.941176470588235	0.008759422697984364	CALM1	93	20	12926	20.848387096774193	0.9981463128070067	0.27192294810264506	0.2662102811256987
GOTERM_CC_DIRECT	GO:1902494~catalytic complex	3	2.941176470588235	0.009205549912823128	CALM1	100	20	13558	20.337	0.8441536586619794	0.3934320014082443	0.3895172551255752
GOTERM_MF_DIRECT	GO:0044325~ion channel binding	5	4.901960784313726	0.009278368760408311	KCNE2, KCNH5, CALM1	94	117	13228	6.013820694671759	0.8587964761824258	0.16237145330714545	0.1561858741335399
REACTOME_PATHWAY	R-HSA-8982491~Glycogen metabolism	3	2.941176470588235	0.009377202065368835	CALM1	62	20	8251	19.962096774193547	0.9914157799248775	0.10652141240298195	0.09494299801135347
REACTOME_PATHWAY	R-HSA-111931~PKA-mediated phosphorylation of CREB	3	2.941176470588235	0.009377202065368835	CALM1	62	20	8251	19.962096774193547	0.9914157799248775	0.10652141240298195	0.09494299801135347
KEGG_PATHWAY	hsa05031:Amphetamine addiction	4	3.9215686274509802	0.009695270521997342	GRIA2, CALM1	45	60	5935	8.792592592592593	0.7769494055023761	0.12812010515072975	0.11813672033378977
GOTERM_CC_DIRECT	GO:0034704~calcium channel complex	3	2.941176470588235	0.010126499691678323	CALM1	100	21	13558	19.36857142857143	0.8707235854135074	0.3934320014082443	0.3895172551255752
REACTOME_PATHWAY	R-HSA-6802952~Signaling by BRAF and RAF1 fusions	4	3.9215686274509802	0.010208729451222077	RAP1B, CALM1	62	61	8251	8.726599682707562	0.9943826987541758	0.10652141240298195	0.09494299801135347
REACTOME_PATHWAY	R-HSA-8986944~Transcriptional Regulation by MECP2	4	3.9215686274509802	0.010208729451222077	GRIA2, CALM1	62	61	8251	8.726599682707562	0.9943826987541758	0.10652141240298195	0.09494299801135347
REACTOME_PATHWAY	R-HSA-442982~Ras activation upon Ca2+ influx through NMDA receptor	3	2.941176470588235	0.010315314639814457	CALM1	62	21	8251	19.01152073732719	0.9946800296121456	0.10652141240298195	0.09494299801135347
REACTOME_PATHWAY	R-HSA-9617324~Negative regulation of NMDA receptor-mediated neuronal transmission	3	2.941176470588235	0.010315314639814457	CALM1	62	21	8251	19.01152073732719	0.9946800296121456	0.10652141240298195	0.09494299801135347
REACTOME_PATHWAY	R-HSA-5218921~VEGFR2 mediated cell proliferation	3	2.941176470588235	0.010315314639814457	CALM1	62	21	8251	19.01152073732719	0.9946800296121456	0.10652141240298195	0.09494299801135347
GOTERM_BP_DIRECT	GO:0031954~positive regulation of protein autophosphorylation	3	2.941176470588235	0.01055192844675577	CALM1	93	22	12926	18.95307917888563	0.9994918410575657	0.31391987129098414	0.3073249160117618
KEGG_PATHWAY	hsa05133:Pertussis	4	3.9215686274509802	0.010605887893111135	CALM1, RHOA	45	62	5935	8.508960573476703	0.8064132993847557	0.12812010515072975	0.11813672033378977
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	6	5.88235294117647	0.010815333551684979	RAP1B, CALM1, RASGRP2, RHOA	45	183	5935	4.324225865209471	0.8126231857651692	0.12812010515072975	0.11813672033378977
REACTOME_PATHWAY	R-HSA-9648002~RAS processing	3	2.941176470588235	0.011293271351713928	CALM1	62	22	8251	18.147360703812314	0.9967708938001486	0.11428790607934494	0.10186530759245963
GOTERM_CC_DIRECT	GO:0030426~growth cone	5	4.901960784313726	0.012189507147837363	TSHZ3, CALM1, MAP3K12	100	122	13558	5.55655737704918	0.9150035769966921	0.3934320014082443	0.3895172551255752
REACTOME_PATHWAY	R-HSA-9619483~Activation of AMPK downstream of NMDARs	3	2.941176470588235	0.012310451819224967	CALM1	62	23	8251	17.35834502103787	0.9980798669842484	0.1208220409554136	0.1076892104167817
REACTOME_PATHWAY	R-HSA-2454202~Fc epsilon receptor (FCERI) signaling	5	4.901960784313726	0.01241649432743381	PSMC5, CALM1, RASGRP2	62	122	8251	5.454124801692226	0.9981812078521229	0.1208220409554136	0.1076892104167817
GOTERM_BP_DIRECT	GO:0010800~positive regulation of peptidyl-threonine phosphorylation	3	2.941176470588235	0.012491979842620713	CALM1	93	24	12926	17.373655913978492	0.9998751031425228	0.35677094430524753	0.3492757563996752
REACTOME_PATHWAY	R-HSA-5627123~RHO GTPases activate PAKs	3	2.941176470588235	0.013366242392654876	CALM1	62	24	8251	16.63508064516129	0.9988811671169241	0.1263206096718485	0.11259010862056061
KEGG_PATHWAY	hsa04971:Gastric acid secretion	4	3.9215686274509802	0.013628629572519122	KCNE2, CALM1	45	68	5935	7.758169934640523	0.8791544730628396	0.14991492529771033	0.13823324280697966
REACTOME_PATHWAY	R-HSA-5626467~RHO GTPases activate IQGAPs	3	2.941176470588235	0.014460036092907004	CALM1	62	25	8251	15.969677419354838	0.9993610144117246	0.1263206096718485	0.11259010862056061
REACTOME_PATHWAY	R-HSA-180024~DARPP-32 events	3	2.941176470588235	0.014460036092907004	CALM1	62	25	8251	15.969677419354838	0.9993610144117246	0.1263206096718485	0.11259010862056061
REACTOME_PATHWAY	R-HSA-70263~Gluconeogenesis	3	2.941176470588235	0.014460036092907004	G6PC3, ALDOA, SLC37A4	62	25	8251	15.969677419354838	0.9993610144117246	0.1263206096718485	0.11259010862056061
GOTERM_BP_DIRECT	GO:0002027~regulation of heart rate	3	2.941176470588235	0.01457512407187726	CALM1	93	26	12926	16.037220843672454	0.9999724058028513	0.38543105878964307	0.37733376763860016
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	3	2.941176470588235	0.01457512407187726	GSTT2, GSTT2B, CLIC1	93	26	12926	16.037220843672454	0.9999724058028513	0.38543105878964307	0.37733376763860016
REACTOME_PATHWAY	R-HSA-168249~Innate Immune System	13	12.745098039215685	0.014655134617070657	IFNA5, RAP1B, NCKAP1, PSMC5, UNC93B1, BPI, CALM1, ALDOA, RASGRP2, RHOA, N4BP1	62	814	8251	2.125366568914956	0.9994218104969596	0.1263206096718485	0.11259010862056061
REACTOME_PATHWAY	R-HSA-70326~Glucose metabolism	4	3.9215686274509802	0.014817610208013775	G6PC3, ALDOA, SLC37A4, PFKM	62	70	8251	7.604608294930876	0.9994680102114137	0.1263206096718485	0.11259010862056061
GOTERM_CC_DIRECT	GO:0043209~myelin sheath	3	2.941176470588235	0.015305955654759576	CALM1	100	26	13558	15.643846153846154	0.9549636117723099	0.3934320014082443	0.3895172551255752
GOTERM_MF_DIRECT	GO:0030234~enzyme regulator activity	3	2.941176470588235	0.015311608947079702	CALM1	94	27	13228	15.635933806146571	0.9608481986276105	0.2473413752989798	0.2379188467161615
REACTOME_PATHWAY	R-HSA-3858494~Beta-catenin independent WNT signaling	5	4.901960784313726	0.015373439239327056	PSMC5, CALM1, RHOA	62	130	8251	5.11848635235732	0.9995999344275043	0.1263206096718485	0.11259010862056061
REACTOME_PATHWAY	R-HSA-418360~Platelet calcium homeostasis	3	2.941176470588235	0.015591232546693343	CALM1	62	26	8251	15.355459057071961	0.9996422218035244	0.1263206096718485	0.11259010862056061
REACTOME_PATHWAY	R-HSA-5218920~VEGFR2 mediated vascular permeability	3	2.941176470588235	0.015591232546693343	CALM1	62	26	8251	15.355459057071961	0.9996422218035244	0.1263206096718485	0.11259010862056061
REACTOME_PATHWAY	R-HSA-1855204~Synthesis of IP3 and IP4 in the cytosol	3	2.941176470588235	0.015591232546693343	CALM1	62	26	8251	15.355459057071961	0.9996422218035244	0.1263206096718485	0.11259010862056061
GOTERM_CC_DIRECT	GO:0008076~voltage-gated potassium channel complex	4	3.9215686274509802	0.01565898513067639	KCNE2, CALM1	100	72	13558	7.532222222222222	0.958095384810771	0.3934320014082443	0.3895172551255752
REACTOME_PATHWAY	R-HSA-1168372~Downstream signaling events of B Cell Receptor (BCR)	4	3.9215686274509802	0.015977310314225897	PSMC5, CALM1	62	72	8251	7.393369175627241	0.999706517751855	0.1263206096718485	0.11259010862056061
REACTOME_PATHWAY	R-HSA-438064~Post NMDA receptor activation events	4	3.9215686274509802	0.015977310314225897	GRIA2, CALM1	62	72	8251	7.393369175627241	0.999706517751855	0.1263206096718485	0.11259010862056061
