Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0030235~nitric-oxide synthase regulator activity	3	1.3953488372093024	0.0030170354204892055	CALM1	202	8	18913	35.11076732673267	0.6620147113005814	0.0831741909559438	0.07877221427582422
KEGG_PATHWAY	hsa04014:Ras signaling pathway	9	4.186046511627907	0.00319855814420276	RAP1B, FGF16, MAPK8, JMJD7-PLA2G4B, CALM1, RASGRP2, RHOA	87	236	8205	3.5965809468147283	0.5105248751622353	0.11220930854339943	0.10717750098539945
GOTERM_BP_DIRECT	GO:0007179~transforming growth factor beta receptor signaling pathway	6	2.7906976744186047	0.003209926334761361	SKI, LEFTY1, ONECUT2, PTPRK, MAP3K7, FERMT2	195	99	19357	6.016161616161616	0.9846463319133655	0.2786373600753709	0.277564026639025
KEGG_PATHWAY	hsa04744:Phototransduction	4	1.8604651162790697	0.003336697782457876	RCVRN, CALM1	87	29	8205	13.008323424494648	0.5254212758060062	0.11220930854339943	0.10717750098539945
GOTERM_MF_DIRECT	GO:0030374~ligand-dependent nuclear receptor transcription coactivator activity	5	2.3255813953488373	0.003356327442818769	MED1, RBM14, ENY2, DCAF6, CCAR1	202	58	18913	8.071440764766132	0.7008912751661511	0.0831741909559438	0.07877221427582422
GOTERM_BP_DIRECT	GO:0060316~positive regulation of ryanodine-sensitive calcium-release channel activity	3	1.3953488372093024	0.0034346669963065744	CALM1	195	9	19357	33.08888888888889	0.9885448071626501	0.2786373600753709	0.277564026639025
GOTERM_BP_DIRECT	GO:1901844~regulation of cell communication by electrical coupling involved in cardiac conduction	3	1.3953488372093024	0.0034346669963065744	CALM1	195	9	19357	33.08888888888889	0.9885448071626501	0.2786373600753709	0.277564026639025
GOTERM_MF_DIRECT	GO:0044325~ion channel binding	7	3.255813953488372	0.003475244747462833	KCNE2, KCNH5, FMR1, ANK3, CALM1	202	137	18913	4.783948832839489	0.7134338215373087	0.0831741909559438	0.07877221427582422
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	10	4.651162790697675	0.003522265290599982	RAP1B, ELK4, FGF16, MAPK8, HSPA1L, JMJD7-PLA2G4B, CACNA2D3, RASGRP2, MAP3K7, MAP3K12	87	294	8205	3.207834858081163	0.5447241249587842	0.11220930854339943	0.10717750098539945
GOTERM_MF_DIRECT	GO:0005515~protein binding	153	71.16279069767441	0.0038011269517886697	PRDM8, NCKAP1, PRDM4, FMR1, CTNND2, MSANTD3, NR3C1, BACH2, DCAF6, CCAR1, ELK4, RPS16, MYB, SUPT20H, MAP3K7, MED1, ZNF440, SERF1A, SERF1B, YOD1, ANK3, SOX10, DKK1, ADAM19, STX1B, ADCYAP1, ZFYVE16, RBP5, ADGRB2, PGR, SCG2, ASF1A, GPM6A, GRIA2, TBC1D19, ENY2, DNMT1, KCNE2, TSHZ3, CTBP1, KMT2C, GLIS3, CREM, FBXO48, NREP, RAP1B, EFNB2, DPP8, ZNF827, KCNMB2, DPH3, THEM5, CAMTA1, N4BP1, RBMY1A1, CADM3, DTNB, UBE2B, AUTS2, TRAPPC4, SLC52A2, ESRRG, ACSF2, FGF16, P4HA1, MKRN3, CALM1, HOXD8, FERMT2, LDHAL6B, MAP3K12, NFE2L2, PNLIPRP1, SLC44A5, DOCK6, DYRK4, C17ORF75, BTG1, ZC3H4, PTPRK, C12ORF44, LMNB2, MECP2, FUNDC2, GGACT, SLC37A4, ZNF521, CLIC1, NELFE, RBM14, STARD3NL, USP45, SMIM19, CTDSPL, VEZF1, PPHLN1, TSPY2, RHOA, LATS2, HAND2, TCP1, IRF2, KCNMA1, TOP1, ALDOA, ATP6V0C, ASPA, ATPAF1, NLGN3, GPR45, ATP23, UNC93B1, MCCD1, NOL7, MAPK8, MNT, SAMM50, ERICH1, KIAA0355, PLAGL2, GPC5, ZNF501, EMC7, E2F6, SEC11A, DCAF12, MICA, ZNF101, MARCHF5, MBD4, WTAP, HSPA1L, NICN1, FOXJ3, MBD2, ZNF77, DDHD1, HIPK1, MLH1, SKI, PSMC5, XPOT, PRKRA, NFIB, CAPZA1, APOC2, CCNG1, C18ORF32, EIF3E, PFKM, CDKN3	202	12623	18913	1.1348485359507987	0.7451817375773666	0.08528778598075827	0.08077394772550923
GOTERM_BP_DIRECT	GO:0030518~intracellular steroid hormone receptor signaling pathway	3	1.3953488372093024	0.004265099195048212	MED1, PGR, NR3C1	195	10	19357	29.78	0.9961211348605352	0.3125732433551531	0.3113691861773597
GOTERM_BP_DIRECT	GO:0043388~positive regulation of DNA binding	4	1.8604651162790697	0.004334605840056052	SKI, CALM1	195	33	19357	12.032323232323233	0.9964573905703185	0.3125732433551531	0.3113691861773597
REACTOME_PATHWAY	R-HSA-9619229~Activation of RAC1 downstream of NMDARs	3	1.3953488372093024	0.004628974253161164	CALM1	129	9	10946	28.28423772609819	0.975903678114363	0.25594214841271823	0.25403213237978745
REACTOME_PATHWAY	R-HSA-74160~Gene expression (Transcription)	30	13.953488372093023	0.004640874785459699	GRIA2, DNMT1, BTG1, KMT2C, NR3C1, MECP2, MYB, ZNF521, E2F6, NELFE, ZNF101, MED1, ZNF440, RBM14, AUTS2, MBD2, ESRRG, ZNF77, MLH1, HIPK1, SKI, PSMC5, NFIB, PRKRA, HAND2, CCNG1, PGR, CALM1	129	1520	10946	1.6747246022031823	0.9761339109214797	0.25594214841271823	0.25403213237978745
GOTERM_MF_DIRECT	GO:1990841~promoter-specific chromatin binding	5	2.3255813953488373	0.004784618137701845	MECP2, MED1, DNMT1, ZC3H4, SOX10	202	64	18913	7.314743193069307	0.8212559317278701	0.09542655063527568	0.09037612037881262
GOTERM_MF_DIRECT	GO:0043539~protein serine/threonine kinase activator activity	5	2.3255813953488373	0.004784618137701845	MTCP1, CALM1, MAP3K12	202	64	18913	7.314743193069307	0.8212559317278701	0.09542655063527568	0.09037612037881262
REACTOME_PATHWAY	R-HSA-2454202~Fc epsilon receptor (FCERI) signaling	7	3.255813953488372	0.004825672551178949	PSMC5, MAPK8, CALM1, RASGRP2, MAP3K7	129	134	10946	4.432604419761657	0.9794397365362594	0.25594214841271823	0.25403213237978745
GOTERM_MF_DIRECT	GO:0008327~methyl-CpG binding	4	1.8604651162790697	0.005102257137547241	MECP2, DNMT1, MBD2	202	33	18913	11.348934893489348	0.8406096727877779	0.09640580591470839	0.09130354877716115
GOTERM_BP_DIRECT	GO:0060315~negative regulation of ryanodine-sensitive calcium-release channel activity	3	1.3953488372093024	0.00517864472138998	CALM1	195	11	19357	27.072727272727278	0.9988227079956642	0.3537832025454839	0.3524204013030129
KEGG_PATHWAY	hsa04922:Glucagon signaling pathway	6	2.7906976744186047	0.005181153547175932	G6PC3, CALM1, PFKM, LDHAL6B	87	107	8205	5.288430551079601	0.686012080030603	0.12925828467777212	0.12346194904199759
REACTOME_PATHWAY	R-HSA-212436~Generic Transcription Pathway	26	12.093023255813954	0.005190552701448874	GRIA2, MED1, ZNF440, RBM14, BTG1, AUTS2, KMT2C, ESRRG, ZNF77, MLH1, NR3C1, HIPK1, SKI, MECP2, PSMC5, HAND2, CCNG1, MYB, PGR, CALM1, ZNF521, E2F6, NELFE, ZNF101	129	1256	10946	1.756505209104824	0.9846841730580655	0.25594214841271823	0.25403213237978745
KEGG_PATHWAY	hsa04720:Long-term potentiation	5	2.3255813953488373	0.005220953262108989	RAP1B, GRIA2, CALM1	87	67	8205	7.0380854348944935	0.688800939026739	0.12925828467777212	0.12346194904199759
REACTOME_PATHWAY	R-HSA-5339562~Uptake and actions of bacterial toxins	4	1.8604651162790697	0.005528016626698236	STX1B, CALM1	129	31	10946	10.948737184296073	0.9883367473872939	0.25594214841271823	0.25403213237978745
REACTOME_PATHWAY	R-HSA-442729~CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	3	1.3953488372093024	0.005742087072937298	CALM1	129	10	10946	25.45581395348837	0.9901883507266875	0.25594214841271823	0.25403213237978745
KEGG_PATHWAY	hsa04924:Renin secretion	5	2.3255813953488373	0.005796335635774534	ADCYAP1, KCNMA1, CALM1	87	69	8205	6.834082958520739	0.7264698725190286	0.12925828467777212	0.12346194904199759
REACTOME_PATHWAY	R-HSA-8986944~Transcriptional Regulation by MECP2	5	2.3255813953488373	0.005898395951408973	MECP2, GRIA2, CALM1	129	62	10946	6.842960740185046	0.991352073847547	0.25594214841271823	0.25403213237978745
GOTERM_BP_DIRECT	GO:0007190~activation of adenylate cyclase activity	4	1.8604651162790697	0.005994905819415756	ADCYAP1, CALM1	195	37	19357	10.731531531531532	0.9995946739218959	0.3890693876800826	0.38757066122522865
REACTOME_PATHWAY	R-HSA-451326~Activation of kainate receptors upon glutamate binding	4	1.8604651162790697	0.006048384104280654	GRIK3, CALM1	129	32	10946	10.60658914728682	0.9923389021744906	0.25594214841271823	0.25403213237978745
REACTOME_PATHWAY	R-HSA-9022692~Regulation of MECP2 expression and activity	4	1.8604651162790697	0.00659708556067551	MECP2, CALM1	129	33	10946	10.285177354944796	0.9950827745287262	0.2652028395391555	0.26322371387095284
GOTERM_MF_DIRECT	GO:0008179~adenylate cyclase binding	3	1.3953488372093024	0.0069153567066436794	CALM1	202	12	18913	23.40717821782178	0.9171925227030296	0.12413065288425404	0.11756106401294256
REACTOME_PATHWAY	R-HSA-2025928~Calcineurin activates NFAT	3	1.3953488372093024	0.006964629296588364	CALM1	129	11	10946	23.14164904862579	0.9963468424701631	0.26664580735509735	0.2646559132703578
GOTERM_BP_DIRECT	GO:0002087~regulation of respiratory gaseous exchange by neurological system process	3	1.3953488372093024	0.007248174059705212	MECP2, NLGN3, TSHZ3	195	13	19357	22.907692307692308	0.9999212841509331	0.44800618711892215	0.4462804313904209
REACTOME_PATHWAY	R-HSA-2187338~Visual phototransduction	6	2.7906976744186047	0.008001436158792317	RCVRN, APOC2, GPC5, CALM1	129	106	10946	4.802983764809127	0.9984210518942971	0.2710836212622197	0.2690606091632479
GOTERM_MF_DIRECT	GO:0031432~titin binding	3	1.3953488372093024	0.008115847505020916	CALM1	202	13	18913	21.606626047220107	0.946360886043505	0.13874234544297662	0.13139943579557672
KEGG_PATHWAY	hsa05133:Pertussis	5	2.3255813953488373	0.008139998832780975	MAPK8, CALM1, RHOA	87	76	8205	6.204627949183304	0.8384027291362252	0.1541476684019012	0.14723521690405808
REACTOME_PATHWAY	R-HSA-111932~CaMK IV-mediated phosphorylation of CREB	3	1.3953488372093024	0.008293930145792456	CALM1	129	12	10946	21.21317829457364	0.9987539770887826	0.2710836212622197	0.2690606091632479
REACTOME_PATHWAY	R-HSA-1474151~Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	3	1.3953488372093024	0.008293930145792456	CALM1	129	12	10946	21.21317829457364	0.9987539770887826	0.2710836212622197	0.2690606091632479
KEGG_PATHWAY	hsa04024:cAMP signaling pathway	8	3.7209302325581395	0.008294941797411724	RAP1B, ADCYAP1, GRIA2, MAPK8, CALM1, RHOA	87	221	8205	3.41394913403027	0.8439356079461203	0.1541476684019012	0.14723521690405808
KEGG_PATHWAY	hsa05200:Pathways in cancer	13	6.046511627906977	0.009002162307724507	IFNA5, FGF16, MAPK8, CTBP1, GSTT2, CALM1, MLH1, RASGRP2, GSTT2B, RHOA, NFE2L2	87	531	8205	2.308916163387233	0.8668890957572081	0.15442170727865884	0.14749696704194767
REACTOME_PATHWAY	R-HSA-2514859~Inactivation, recovery and regulation of the phototransduction cascade	4	1.8604651162790697	0.009082374465189893	RCVRN, CALM1	129	37	10946	9.173266289545358	0.9993421069331863	0.2710836212622197	0.2690606091632479
GOTERM_MF_DIRECT	GO:0072542~protein phosphatase activator activity	3	1.3953488372093024	0.009402685773917388	CALM1	202	14	18913	20.063295615275813	0.9663429946846742	0.15341612430033374	0.1452966079724609
GOTERM_BP_DIRECT	GO:1900242~regulation of synaptic vesicle endocytosis	3	1.3953488372093024	0.009629710119380446	CALM1	195	15	19357	19.853333333333335	0.9999965239428458	0.5681528970434463	0.565964326561769
REACTOME_PATHWAY	R-HSA-5210891~Uptake and function of anthrax toxins	3	1.3953488372093024	0.009727365492560404	CALM1	129	13	10946	19.58139534883721	0.999609980279908	0.2710836212622197	0.2690606091632479
REACTOME_PATHWAY	R-HSA-203615~eNOS activation	3	1.3953488372093024	0.009727365492560404	CALM1	129	13	10946	19.58139534883721	0.999609980279908	0.2710836212622197	0.2690606091632479
REACTOME_PATHWAY	R-HSA-5607763~CLEC7A (Dectin-1) induces NFAT activation	3	1.3953488372093024	0.009727365492560404	CALM1	129	13	10946	19.58139534883721	0.999609980279908	0.2710836212622197	0.2690606091632479
